Section,Siman,Commentary,Total Blocks,Translated,Pending,Percent Complete
"Yoreh De'ah",1,"Baer Hetev",41,0,41,0%
"Yoreh De'ah",1,"Be'er HaGolah",14,0,14,0%
"Yoreh De'ah",1,"Biur HaGRA",43,0,43,0%
"Yoreh De'ah",1,"kaf-hachayim",14,0,14,0%
"Yoreh De'ah",1,"kereti",41,0,41,0%
"Yoreh De'ah",1,"Mechaber and Rama",14,0,14,0%
"Yoreh De'ah",1,"nekudot-hakesef",5,0,5,0%
"Yoreh De'ah",1,"Peleti",16,0,16,0%
"Yoreh De'ah",1,"Pitchei Teshuva",14,0,14,0%
"Yoreh De'ah",1,"Rabbi Akiva Eiger (YD)",14,0,14,0%
"Yoreh De'ah",1,"Siftei Kohen (Shach)",41,0,41,0%
"Yoreh De'ah",1,"Turei Zahav (Taz)",23,0,23,0%
"Yoreh De'ah",1,"Yad Avraham",5,0,5,0%
"Yoreh De'ah",1,"Yad Ephraim",9,0,9,0%
"Yoreh De'ah",2,"Baer Hetev",30,0,30,0%
"Yoreh De'ah",2,"Be'er HaGolah",11,0,11,0%
"Yoreh De'ah",2,"Biur HaGRA",27,0,27,0%
"Yoreh De'ah",2,"kaf-hachayim",11,0,11,0%
"Yoreh De'ah",2,"kereti",25,0,25,0%
"Yoreh De'ah",2,"Mechaber and Rama",11,0,11,0%
"Yoreh De'ah",2,"nekudot-hakesef",6,0,6,0%
"Yoreh De'ah",2,"Peleti",8,0,8,0%
"Yoreh De'ah",2,"Pitchei Teshuva",11,0,11,0%
"Yoreh De'ah",2,"Rabbi Akiva Eiger (YD)",11,0,11,0%
"Yoreh De'ah",2,"Siftei Kohen (Shach)",31,0,31,0%
"Yoreh De'ah",2,"Turei Zahav (Taz)",14,0,14,0%
"Yoreh De'ah",2,"Yad Avraham",4,0,4,0%
"Yoreh De'ah",3,"Baer Hetev",2,0,2,0%
"Yoreh De'ah",3,"Be'er HaGolah",5,0,5,0%
"Yoreh De'ah",3,"Biur HaGRA",5,0,5,0%
"Yoreh De'ah",3,"kaf-hachayim",1,0,1,0%
"Yoreh De'ah",3,"kereti",2,0,2,0%
"Yoreh De'ah",3,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",3,"Peleti",2,0,2,0%
"Yoreh De'ah",3,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",3,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",3,"Siftei Kohen (Shach)",1,0,1,0%
"Yoreh De'ah",3,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",3,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",3,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",4,"Baer Hetev",12,0,12,0%
"Yoreh De'ah",4,"Be'er HaGolah",13,0,13,0%
"Yoreh De'ah",4,"Biur HaGRA",12,0,12,0%
"Yoreh De'ah",4,"kaf-hachayim",7,0,7,0%
"Yoreh De'ah",4,"kereti",13,0,13,0%
"Yoreh De'ah",4,"Mechaber and Rama",7,0,7,0%
"Yoreh De'ah",4,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",4,"Peleti",5,0,5,0%
"Yoreh De'ah",4,"Pitchei Teshuva",4,0,4,0%
"Yoreh De'ah",4,"Rabbi Akiva Eiger (YD)",7,0,7,0%
"Yoreh De'ah",4,"Siftei Kohen (Shach)",11,0,11,0%
"Yoreh De'ah",4,"Turei Zahav (Taz)",8,0,8,0%
"Yoreh De'ah",4,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",5,"Baer Hetev",10,0,10,0%
"Yoreh De'ah",5,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",5,"Biur HaGRA",6,0,6,0%
"Yoreh De'ah",5,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",5,"kereti",11,0,11,0%
"Yoreh De'ah",5,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",5,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",5,"Peleti",4,0,4,0%
"Yoreh De'ah",5,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",5,"Siftei Kohen (Shach)",10,0,10,0%
"Yoreh De'ah",5,"Turei Zahav (Taz)",7,0,7,0%
"Yoreh De'ah",5,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",6,"Baer Hetev",11,0,11,0%
"Yoreh De'ah",6,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",6,"Biur HaGRA",16,0,16,0%
"Yoreh De'ah",6,"kaf-hachayim",4,0,4,0%
"Yoreh De'ah",6,"kereti",13,0,13,0%
"Yoreh De'ah",6,"Mechaber and Rama",4,0,4,0%
"Yoreh De'ah",6,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",6,"Peleti",2,0,2,0%
"Yoreh De'ah",6,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",6,"Rabbi Akiva Eiger (YD)",3,0,3,0%
"Yoreh De'ah",6,"Siftei Kohen (Shach)",10,0,10,0%
"Yoreh De'ah",6,"Turei Zahav (Taz)",7,0,7,0%
"Yoreh De'ah",6,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",7,"Baer Hetev",5,0,5,0%
"Yoreh De'ah",7,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",7,"Biur HaGRA",1,0,1,0%
"Yoreh De'ah",7,"kaf-hachayim",1,0,1,0%
"Yoreh De'ah",7,"kereti",5,0,5,0%
"Yoreh De'ah",7,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",7,"Peleti",1,0,1,0%
"Yoreh De'ah",7,"Siftei Kohen (Shach)",3,0,3,0%
"Yoreh De'ah",7,"Turei Zahav (Taz)",2,0,2,0%
"Yoreh De'ah",8,"Baer Hetev",5,0,5,0%
"Yoreh De'ah",8,"Be'er HaGolah",1,0,1,0%
"Yoreh De'ah",8,"Biur HaGRA",4,0,4,0%
"Yoreh De'ah",8,"kaf-hachayim",1,0,1,0%
"Yoreh De'ah",8,"kereti",4,0,4,0%
"Yoreh De'ah",8,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",8,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",8,"Siftei Kohen (Shach)",2,0,2,0%
"Yoreh De'ah",8,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",8,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",9,"Baer Hetev",2,0,2,0%
"Yoreh De'ah",9,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",9,"Biur HaGRA",3,0,3,0%
"Yoreh De'ah",9,"kaf-hachayim",1,0,1,0%
"Yoreh De'ah",9,"kereti",4,0,4,0%
"Yoreh De'ah",9,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",9,"Peleti",1,0,1,0%
"Yoreh De'ah",9,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",9,"Siftei Kohen (Shach)",2,0,2,0%
"Yoreh De'ah",9,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",9,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",10,"Baer Hetev",16,0,16,0%
"Yoreh De'ah",10,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",10,"Biur HaGRA",10,0,10,0%
"Yoreh De'ah",10,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",10,"kereti",23,0,23,0%
"Yoreh De'ah",10,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",10,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",10,"Peleti",9,0,9,0%
"Yoreh De'ah",10,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",10,"Rabbi Akiva Eiger (YD)",3,0,3,0%
"Yoreh De'ah",10,"Siftei Kohen (Shach)",22,0,22,0%
"Yoreh De'ah",10,"Turei Zahav (Taz)",17,0,17,0%
"Yoreh De'ah",10,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",10,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",11,"Baer Hetev",7,0,7,0%
"Yoreh De'ah",11,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",11,"Biur HaGRA",9,0,9,0%
"Yoreh De'ah",11,"kaf-hachayim",4,0,4,0%
"Yoreh De'ah",11,"kereti",14,0,14,0%
"Yoreh De'ah",11,"Mechaber and Rama",4,0,4,0%
"Yoreh De'ah",11,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",11,"Peleti",5,0,5,0%
"Yoreh De'ah",11,"Pitchei Teshuva",4,0,4,0%
"Yoreh De'ah",11,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",11,"Siftei Kohen (Shach)",7,0,7,0%
"Yoreh De'ah",11,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",11,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",12,"Baer Hetev",4,0,4,0%
"Yoreh De'ah",12,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",12,"Biur HaGRA",3,0,3,0%
"Yoreh De'ah",12,"kaf-hachayim",2,0,2,0%
"Yoreh De'ah",12,"kereti",9,0,9,0%
"Yoreh De'ah",12,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",12,"Peleti",2,0,2,0%
"Yoreh De'ah",12,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",12,"Siftei Kohen (Shach)",5,0,5,0%
"Yoreh De'ah",12,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",13,"Baer Hetev",14,0,14,0%
"Yoreh De'ah",13,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",13,"Biur HaGRA",13,0,13,0%
"Yoreh De'ah",13,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",13,"kereti",24,0,24,0%
"Yoreh De'ah",13,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",13,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",13,"Peleti",6,0,6,0%
"Yoreh De'ah",13,"Pitchei Teshuva",6,0,6,0%
"Yoreh De'ah",13,"Rabbi Akiva Eiger (YD)",6,0,6,0%
"Yoreh De'ah",13,"Siftei Kohen (Shach)",21,0,21,0%
"Yoreh De'ah",13,"Turei Zahav (Taz)",10,0,10,0%
"Yoreh De'ah",13,"Yad Avraham",6,0,6,0%
"Yoreh De'ah",14,"Baer Hetev",12,0,12,0%
"Yoreh De'ah",14,"Be'er HaGolah",11,0,11,0%
"Yoreh De'ah",14,"Biur HaGRA",6,0,6,0%
"Yoreh De'ah",14,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",14,"kereti",17,0,17,0%
"Yoreh De'ah",14,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",14,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",14,"Peleti",6,0,6,0%
"Yoreh De'ah",14,"Pitchei Teshuva",5,0,5,0%
"Yoreh De'ah",14,"Rabbi Akiva Eiger (YD)",3,0,3,0%
"Yoreh De'ah",14,"Siftei Kohen (Shach)",14,0,14,0%
"Yoreh De'ah",14,"Turei Zahav (Taz)",10,0,10,0%
"Yoreh De'ah",14,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",14,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",15,"Baer Hetev",5,0,5,0%
"Yoreh De'ah",15,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",15,"Biur HaGRA",4,0,4,0%
"Yoreh De'ah",15,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",15,"kereti",8,0,8,0%
"Yoreh De'ah",15,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",15,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",15,"Peleti",3,0,3,0%
"Yoreh De'ah",15,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",15,"Rabbi Akiva Eiger (YD)",3,0,3,0%
"Yoreh De'ah",15,"Siftei Kohen (Shach)",4,0,4,0%
"Yoreh De'ah",15,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",15,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",15,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",16,"Baer Hetev",19,0,19,0%
"Yoreh De'ah",16,"Be'er HaGolah",25,0,25,0%
"Yoreh De'ah",16,"Biur HaGRA",18,0,18,0%
"Yoreh De'ah",16,"kaf-hachayim",12,0,12,0%
"Yoreh De'ah",16,"kereti",16,0,16,0%
"Yoreh De'ah",16,"Mechaber and Rama",12,0,12,0%
"Yoreh De'ah",16,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",16,"Peleti",3,0,3,0%
"Yoreh De'ah",16,"Pitchei Teshuva",6,0,6,0%
"Yoreh De'ah",16,"Rabbi Akiva Eiger (YD)",6,0,6,0%
"Yoreh De'ah",16,"Siftei Kohen (Shach)",26,0,26,0%
"Yoreh De'ah",16,"Turei Zahav (Taz)",16,0,16,0%
"Yoreh De'ah",16,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",16,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",17,"Baer Hetev",7,0,7,0%
"Yoreh De'ah",17,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",17,"Biur HaGRA",5,0,5,0%
"Yoreh De'ah",17,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",17,"kereti",11,0,11,0%
"Yoreh De'ah",17,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",17,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",17,"Peleti",2,0,2,0%
"Yoreh De'ah",17,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",17,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",17,"Siftei Kohen (Shach)",8,0,8,0%
"Yoreh De'ah",17,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",17,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",18,"Baer Hetev",27,0,27,0%
"Yoreh De'ah",18,"Be'er HaGolah",20,0,20,0%
"Yoreh De'ah",18,"Biur HaGRA",34,0,34,0%
"Yoreh De'ah",18,"kaf-hachayim",20,0,20,0%
"Yoreh De'ah",18,"kereti",28,0,28,0%
"Yoreh De'ah",18,"Mechaber and Rama",20,0,20,0%
"Yoreh De'ah",18,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",18,"Peleti",6,0,6,0%
"Yoreh De'ah",18,"Pitchei Teshuva",11,0,11,0%
"Yoreh De'ah",18,"Rabbi Akiva Eiger (YD)",6,0,6,0%
"Yoreh De'ah",18,"Siftei Kohen (Shach)",34,0,34,0%
"Yoreh De'ah",18,"Turei Zahav (Taz)",15,0,15,0%
"Yoreh De'ah",18,"Yad Avraham",4,0,4,0%
"Yoreh De'ah",18,"Yad Ephraim",4,0,4,0%
"Yoreh De'ah",19,"Baer Hetev",12,0,12,0%
"Yoreh De'ah",19,"Be'er HaGolah",8,0,8,0%
"Yoreh De'ah",19,"Biur HaGRA",20,0,20,0%
"Yoreh De'ah",19,"kaf-hachayim",8,0,8,0%
"Yoreh De'ah",19,"kereti",13,0,13,0%
"Yoreh De'ah",19,"Mechaber and Rama",8,0,8,0%
"Yoreh De'ah",19,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",19,"Peleti",6,0,6,0%
"Yoreh De'ah",19,"Pitchei Teshuva",8,0,8,0%
"Yoreh De'ah",19,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",19,"Siftei Kohen (Shach)",13,0,13,0%
"Yoreh De'ah",19,"Turei Zahav (Taz)",17,0,17,0%
"Yoreh De'ah",19,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",19,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",20,"Baer Hetev",7,0,7,0%
"Yoreh De'ah",20,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",20,"Biur HaGRA",8,0,8,0%
"Yoreh De'ah",20,"kaf-hachayim",4,0,4,0%
"Yoreh De'ah",20,"kereti",12,0,12,0%
"Yoreh De'ah",20,"Mechaber and Rama",4,0,4,0%
"Yoreh De'ah",20,"Peleti",4,0,4,0%
"Yoreh De'ah",20,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",20,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",20,"Siftei Kohen (Shach)",8,0,8,0%
"Yoreh De'ah",20,"Turei Zahav (Taz)",8,0,8,0%
"Yoreh De'ah",20,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",21,"Baer Hetev",6,0,6,0%
"Yoreh De'ah",21,"Be'er HaGolah",5,0,5,0%
"Yoreh De'ah",21,"Biur HaGRA",5,0,5,0%
"Yoreh De'ah",21,"kaf-hachayim",5,0,5,0%
"Yoreh De'ah",21,"kereti",6,0,6,0%
"Yoreh De'ah",21,"Mechaber and Rama",5,0,5,0%
"Yoreh De'ah",21,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",21,"Peleti",3,0,3,0%
"Yoreh De'ah",21,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",21,"Siftei Kohen (Shach)",5,0,5,0%
"Yoreh De'ah",21,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",21,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",22,"Baer Hetev",8,0,8,0%
"Yoreh De'ah",22,"Be'er HaGolah",2,0,2,0%
"Yoreh De'ah",22,"Biur HaGRA",12,0,12,0%
"Yoreh De'ah",22,"kaf-hachayim",2,0,2,0%
"Yoreh De'ah",22,"kereti",14,0,14,0%
"Yoreh De'ah",22,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",22,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",22,"Peleti",6,0,6,0%
"Yoreh De'ah",22,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",22,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",22,"Siftei Kohen (Shach)",13,0,13,0%
"Yoreh De'ah",22,"Turei Zahav (Taz)",9,0,9,0%
"Yoreh De'ah",23,"Baer Hetev",15,0,15,0%
"Yoreh De'ah",23,"Be'er HaGolah",12,0,12,0%
"Yoreh De'ah",23,"Biur HaGRA",12,0,12,0%
"Yoreh De'ah",23,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",23,"kereti",18,0,18,0%
"Yoreh De'ah",23,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",23,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",23,"Peleti",4,0,4,0%
"Yoreh De'ah",23,"Pitchei Teshuva",6,0,6,0%
"Yoreh De'ah",23,"Siftei Kohen (Shach)",21,0,21,0%
"Yoreh De'ah",23,"Turei Zahav (Taz)",8,0,8,0%
"Yoreh De'ah",23,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",23,"Yad Ephraim",3,0,3,0%
"Yoreh De'ah",24,"Baer Hetev",21,0,21,0%
"Yoreh De'ah",24,"Be'er HaGolah",20,0,20,0%
"Yoreh De'ah",24,"Biur HaGRA",38,0,38,0%
"Yoreh De'ah",24,"kaf-hachayim",20,0,20,0%
"Yoreh De'ah",24,"kereti",34,0,34,0%
"Yoreh De'ah",24,"Mechaber and Rama",20,0,20,0%
"Yoreh De'ah",24,"nekudot-hakesef",6,0,6,0%
"Yoreh De'ah",24,"Peleti",11,0,11,0%
"Yoreh De'ah",24,"Pitchei Teshuva",7,0,7,0%
"Yoreh De'ah",24,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",24,"Siftei Kohen (Shach)",31,0,31,0%
"Yoreh De'ah",24,"Turei Zahav (Taz)",18,0,18,0%
"Yoreh De'ah",24,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",24,"Yad Ephraim",3,0,3,0%
"Yoreh De'ah",25,"Baer Hetev",5,0,5,0%
"Yoreh De'ah",25,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",25,"Biur HaGRA",5,0,5,0%
"Yoreh De'ah",25,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",25,"kereti",6,0,6,0%
"Yoreh De'ah",25,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",25,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",25,"Peleti",2,0,2,0%
"Yoreh De'ah",25,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",25,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",25,"Siftei Kohen (Shach)",6,0,6,0%
"Yoreh De'ah",25,"Turei Zahav (Taz)",5,0,5,0%
"Yoreh De'ah",25,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",25,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",26,"Baer Hetev",2,0,2,0%
"Yoreh De'ah",26,"Be'er HaGolah",2,0,2,0%
"Yoreh De'ah",26,"Biur HaGRA",2,0,2,0%
"Yoreh De'ah",26,"kaf-hachayim",2,0,2,0%
"Yoreh De'ah",26,"kereti",3,0,3,0%
"Yoreh De'ah",26,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",26,"Peleti",2,0,2,0%
"Yoreh De'ah",26,"Siftei Kohen (Shach)",2,0,2,0%
"Yoreh De'ah",26,"Turei Zahav (Taz)",2,0,2,0%
"Yoreh De'ah",27,"Baer Hetev",2,0,2,0%
"Yoreh De'ah",27,"Be'er HaGolah",1,0,1,0%
"Yoreh De'ah",27,"kaf-hachayim",1,0,1,0%
"Yoreh De'ah",27,"kereti",3,0,3,0%
"Yoreh De'ah",27,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",27,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",27,"Peleti",2,0,2,0%
"Yoreh De'ah",27,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",27,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",27,"Siftei Kohen (Shach)",2,0,2,0%
"Yoreh De'ah",27,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",27,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",28,"Baer Hetev",25,0,25,0%
"Yoreh De'ah",28,"Be'er HaGolah",24,0,24,0%
"Yoreh De'ah",28,"Biur HaGRA",33,0,33,0%
"Yoreh De'ah",28,"kaf-hachayim",24,0,24,0%
"Yoreh De'ah",28,"kereti",29,0,29,0%
"Yoreh De'ah",28,"Mechaber and Rama",24,0,24,0%
"Yoreh De'ah",28,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",28,"Peleti",5,0,5,0%
"Yoreh De'ah",28,"Pitchei Teshuva",14,0,14,0%
"Yoreh De'ah",28,"Rabbi Akiva Eiger (YD)",6,0,6,0%
"Yoreh De'ah",28,"Siftei Kohen (Shach)",37,0,37,0%
"Yoreh De'ah",28,"Turei Zahav (Taz)",19,0,19,0%
"Yoreh De'ah",28,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",28,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",29,"Baer Hetev",8,0,8,0%
"Yoreh De'ah",29,"Be'er HaGolah",1,0,1,0%
"Yoreh De'ah",29,"Biur HaGRA",2,0,2,0%
"Yoreh De'ah",29,"kaf-hachayim",1,0,1,0%
"Yoreh De'ah",29,"kereti",5,0,5,0%
"Yoreh De'ah",29,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",29,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",29,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",29,"Peleti",3,0,3,0%
"Yoreh De'ah",29,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",29,"Siftei Kohen (Shach)",9,0,9,0%
"Yoreh De'ah",29,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",29,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",30,"Baer Hetev",8,0,8,0%
"Yoreh De'ah",30,"Be'er HaGolah",8,0,8,0%
"Yoreh De'ah",30,"Biur HaGRA",12,0,12,0%
"Yoreh De'ah",30,"kaf-hachayim",2,0,2,0%
"Yoreh De'ah",30,"kereti",12,0,12,0%
"Yoreh De'ah",30,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",30,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",30,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",30,"Peleti",5,0,5,0%
"Yoreh De'ah",30,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",30,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",30,"Siftei Kohen (Shach)",7,0,7,0%
"Yoreh De'ah",30,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",30,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",30,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",31,"Baer Hetev",10,0,10,0%
"Yoreh De'ah",31,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",31,"Biur HaGRA",11,0,11,0%
"Yoreh De'ah",31,"kaf-hachayim",4,0,4,0%
"Yoreh De'ah",31,"kereti",8,0,8,0%
"Yoreh De'ah",31,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",31,"Mechaber and Rama",4,0,4,0%
"Yoreh De'ah",31,"Peleti",6,0,6,0%
"Yoreh De'ah",31,"Pitchei Teshuva",4,0,4,0%
"Yoreh De'ah",31,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",31,"Siftei Kohen (Shach)",11,0,11,0%
"Yoreh De'ah",31,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",31,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",31,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",32,"Baer Hetev",11,0,11,0%
"Yoreh De'ah",32,"Be'er HaGolah",8,0,8,0%
"Yoreh De'ah",32,"Biur HaGRA",9,0,9,0%
"Yoreh De'ah",32,"kaf-hachayim",8,0,8,0%
"Yoreh De'ah",32,"kereti",6,0,6,0%
"Yoreh De'ah",32,"Kol Yaakov",12,0,12,0%
"Yoreh De'ah",32,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",32,"Mechaber and Rama",8,0,8,0%
"Yoreh De'ah",32,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",32,"Peleti",3,0,3,0%
"Yoreh De'ah",32,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",32,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",32,"Siftei Kohen (Shach)",12,0,12,0%
"Yoreh De'ah",32,"Turei Zahav (Taz)",6,0,6,0%
"Yoreh De'ah",32,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",32,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",33,"Baer Hetev",17,0,17,0%
"Yoreh De'ah",33,"Be'er HaGolah",11,0,11,0%
"Yoreh De'ah",33,"Biur HaGRA",21,0,21,0%
"Yoreh De'ah",33,"kaf-hachayim",11,0,11,0%
"Yoreh De'ah",33,"kereti",25,0,25,0%
"Yoreh De'ah",33,"Kol Yaakov",11,0,11,0%
"Yoreh De'ah",33,"mateh-yehonatan",7,0,7,0%
"Yoreh De'ah",33,"Mechaber and Rama",11,0,11,0%
"Yoreh De'ah",33,"nekudot-hakesef",4,0,4,0%
"Yoreh De'ah",33,"Peleti",15,0,15,0%
"Yoreh De'ah",33,"Pitchei Teshuva",11,0,11,0%
"Yoreh De'ah",33,"Rabbi Akiva Eiger (YD)",11,0,11,0%
"Yoreh De'ah",33,"Siftei Kohen (Shach)",23,0,23,0%
"Yoreh De'ah",33,"Turei Zahav (Taz)",21,0,21,0%
